age,allowedregion,contact,degree,education,educationtype,examtype,experience,gradebenifit,introduction,level,major,others,party,position,race,recruit,region,sex,site,specialposition,system,workplace
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,通过国家司法考试，最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,01 法官助理,不限,1,莆田,男,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院案件记录等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],最低服务年限五年,不限,02 书记员（科员级）,不限,1,福州,女,连江县,否,审判机关,01116 福建省连江县人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],最低服务年限五年；通过全国统一司法考试,不限,03 法官助理（科员级）,不限,1,福州,男,连江县,否,审判机关,01116 福建省连江县人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],最低服务年限五年；通过全国统一司法考试,不限,04 法官助理（科员级）,不限,1,福州,女,连江县,否,审判机关,01116 福建省连江县人民法院
35周岁以下,本设区市,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事计算机维护、数据管理、经济管理等综合工作,乡镇（街道）,经济贸易类、计算机软件类,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,男,连江县,否,党的机关,01174 连江县马鼻镇人民政府
35周岁以下,本设区市,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事办公室综合工作,乡镇（街道）,不限,最低服务年限五年 ,不限,02 党政办公室科员,不限,1,福州,女,连江县,否,党的机关,01174 连江县马鼻镇人民政府
35周岁以下,本设区市,0591-26135799陈,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室综合工作,乡镇（街道）,不限,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,不限,连江县,是,党的机关,01175 连江县官坂镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类,不限,否,从事办公室工作,县级,中国语言文学类、法学类,最低服务年限五年 ,中共党员,01 办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01201 中共罗源县纪律检查委员会
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类,不限,否,从事纪律审查工作,县级,不限,最低服务年限五年 ,中共党员,02 办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01201 中共罗源县纪律检查委员会
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院审判辅助等有关工作,县级,法学类专业[不含公共事业管理（医事法律方向）],最低服务年限五年；通过全国统一司法考试；需要经常下乡、交通不便、条件艰苦，适合男性,不限,01 法官助理（科员级）,不限,1,福州,男,罗源县,否,审判机关,01216 福建省罗源县人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,从事人民法院警务保障工作,县级,法学类以及司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术，警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教等有关专业,符合人民警察录用条件；最低服务年限五年,不限,02 司法警察,不限,1,福州,男,罗源县,否,审判机关,01216 福建省罗源县人民法院
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事社会管理工作、乡镇企业管理服务工作,乡镇（街道）,社会学类、工商管理类,最低服务年限五年 ,不限,01 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01273 罗源县鉴江镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字综合、社会管理工作,乡镇（街道）,中国语言文学类、社会学类,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01274 罗源县起步镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事基层一线工作,乡镇（街道）,不限,最低服务年限五年 ,不限,02 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01274 罗源县起步镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字综合工作、镇村建设规划工作,乡镇（街道）,中国语言文学类、土建类,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01275 罗源县洪洋乡人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事社会管理、农业水利工程工作,乡镇（街道）,社会学类、水利类,最低服务年限五年 ,不限,02 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01279 罗源县飞竹镇人民政府
35周岁以下,本省,0591-26875716甘,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室工作,乡镇（街道）,不限,最低服务年限五年 ,不限,03 党政办公室科员,不限,1,福州,不限,罗源县,是,党的机关,01279 罗源县飞竹镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事乡村旅游服务、农业经济管理工作,乡镇（街道）,不限,最低服务年限五年 ,不限,01 经济发展办公室科员,少数民族,1,福州,不限,罗源县,否,党的机关,01280 罗源县霍口畲族乡人民政府
30周岁以下,全国,0591-24263918,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,主要协助法官主持庭前调解、证据交换，调查案情，办理查封、扣押、冻结等保全措施，记录合议笔录，收集相关案例，草拟裁判文书等,市级,法学类,已取得法律职业资格证书（A证），最低服务年限5年。公共事业管理（医事法律方向）除外。,不限,01 法官助理,不限,2,省直,男,平潭县,否,审判机关,01501 平潭综合实验区人民法院
30周岁以下,全国,0591-24263918,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,主要协助法官主持庭前调解、证据交换，调查案情，办理查封、扣押、冻结等保全措施，记录合议笔录，收集相关案例，草拟裁判文书等,市级,法学类,已取得法律职业资格证书（A证），最低服务年限5年。公共事业管理（医事法律方向）除外。,不限,02 法官助理,不限,2,省直,女,平潭县,否,审判机关,01501 平潭综合实验区人民法院
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事农村经济管理、农业产业发展工作,乡镇（街道）,农业经济管理类、植物生产类,最低服务年限五年,不限,02 白沙镇科员,不限,1,莆田,不限,涵江区,否,党的机关,01771 中国共产党莆田市涵江区白沙镇委员会
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事综合性文稿起草、公文运行和采购活动组织等工作,乡镇（街道）,中国语言文学类、经济贸易类,最低服务年限五年,不限,01 新县镇科员,不限,1,莆田,不限,涵江区,否,党的机关,01772 中国共产党莆田市涵江区新县镇委员会
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事网络宣传、基本建设工程管理等工作,乡镇（街道）,计算机科学与技术类、土建类,最低服务年限五年,不限,02 新县镇科员,不限,1,莆田,不限,涵江区,否,党的机关,01772 中国共产党莆田市涵江区新县镇委员会
35周岁以下,本省,0591-62062135李,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事国土测绘、生态建设等工作,乡镇（街道）,测绘类、环境生态类,最低服务年限五年,不限,02 经济发展办科员,不限,1,福州,不限,闽清县,否,党的机关,00776 闽清县上莲乡人民政府
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,通过国家司法考试，最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,02 法官助理,不限,1,莆田,女,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,03 书记员,不限,1,莆田,男,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,04 书记员,不限,1,莆田,女,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,司法警务保障,县级,司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术、警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教专业、法学类,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,05 司法警察,不限,1,莆田,男,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,从事人民法院警务保障工作,县级,法学类以及司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术，警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教等有关专业,符合人民警察录用条件；最低服务年限五年,不限,05 司法警察,不限,1,福州,男,连江县,否,审判机关,01116 福建省连江县人民法院
35周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院行政综合部门文字性工作,县级,法学类、中国语言文学类、哲学类，以及新闻学、行政管理、思想政治教育专业,最低服务年限五年,不限,06 文秘科员,不限,1,福州,不限,连江县,否,审判机关,01116 福建省连江县人民法院
35周岁以下,本省,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事人民法院信息化建设保障和支持工作,县级,计算机软件类、计算机网络技术类、计算机信息管理类、计算机硬件技术类,最低服务年限五年,不限,07 计算机科员,不限,1,福州,不限,连江县,否,审判机关,01116 福建省连江县人民法院
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财政管理等综合工作,乡镇（街道）,财政金融类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,连江县,否,党的机关,01176 连江县坑园镇人民政府
35周岁以下,本设区市,0591-26135799陈,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室综合工作,乡镇（街道）,不限,最低服务年限五年 ,不限,01 党政办科员,不限,1,福州,不限,连江县,是,党的机关,01177 连江县筱埕镇人民政府
35周岁以下,本设区市,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财政管理等综合工作,乡镇（街道）,财政金融类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,连江县,否,党的机关,01178 连江县安凯乡人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字综合、环境监管工作,乡镇（街道）,中国语言文学类、环境生态类,最低服务年限五年 ,不限,01 社会综合治理办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01270 罗源县凤山镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事财务管理工作,乡镇（街道）,财政金融类、会计与审计类,最低服务年限五年 ,不限,02 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01270 罗源县凤山镇人民政府
35周岁以下,本省,0591-26875716甘,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室工作,乡镇（街道）,不限,最低服务年限五年 ,不限,01 党政办公室科员,不限,1,福州,不限,罗源县,是,党的机关,01271 罗源县松山镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事乡村旅游服务、财务管理工作,乡镇（街道）,旅游餐饮类、会计与审计类、中国语言文学类,最低服务年限五年 ,不限,01 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01276 罗源县中房镇人民政府
35周岁以下,本省,0591-26875716甘,不限,大专及以上,不限,A类(乡镇),不限,否,从事文字综合工作,乡镇（街道）,不限,最低服务年限五年 ,不限,02 党政办公室科员,不限,1,福州,不限,罗源县,是,党的机关,01276 罗源县中房镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事农业水利工程、公路管理养护工作,乡镇（街道）,水利类、交通运输综合管理类,最低服务年限五年 ,不限,01 社会事务办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01277 罗源县白塔乡人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字综合、财务管理工作,乡镇（街道）,中国语言文学类、财政金融类,最低服务年限五年 ,不限,02 党政办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01280 罗源县霍口畲族乡人民政府
35周岁以下,本省,,学士或以上学位,本科及以上,不限,A类,两年基层工作经历,否,综合管理类,市级,中国语言文学类、公共管理类、财政金融类,0591-87821553王,不限,01 教科文卫体委员会办公室科员,不限,1,福州,不限,福州市,否,政协机关,01415 中国人民政治协商会议福州市委员会
30周岁以下,全国,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,从事人民法院案件记录等有关工作,市级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,01 书记员（科员级）,不限,2,福州,男,福州市,否,审判机关,01416 福建省福州市中级人民法院
35周岁以下,全国,0591-24263918,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,政工岗位，从事人事有关工作,市级,法学类、哲学类、马克思主义理论类、政治学类、心理学类、人力资源管理,最低服务年限5年,不限,03 办公室科员,不限,1,省直,不限,平潭县,否,审判机关,01501 平潭综合实验区人民法院
30周岁以下,全国,0591-24263918,不限,大专及以上,全日制普通高等院校,B类,两年基层工作经历,否,从事审判辅助工作,市级,按《2018年全省中级、基层法院考试录用公务员职位条件公告》司法警察职位专业条件,符合人民警察录用条件、符合体检特殊标准(单侧裸眼视力低于4.8，不合格），最低服务年限5年,不限,04 司法警察,不限,1,省直,男,平潭县,否,审判机关,01501 平潭综合实验区人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,"通过国家司法考试,最低服务年限五年,其他以全省中级、基层法院考试录用公务员职位条件为准",不限,01 法官助理,不限,1,莆田,男,城厢区,否,审判机关,01616 莆田市城厢区人民法院
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事综合性文稿起草、公文运行等工作,乡镇（街道）,公共管理类、中国语言文学类,最低服务年限五年,不限,01 庄边镇科员,不限,1,莆田,不限,涵江区,否,党的机关,01773 中国共产党莆田市涵江区庄边镇委员会
35周岁以下,本省,0594-3592265,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室内勤、服务项目等工作,乡镇（街道）,不限,最低服务年限五年,不限,02 庄边镇科员,不限,1,莆田,不限,涵江区,是,党的机关,01773 中国共产党莆田市涵江区庄边镇委员会
35周岁以下,本省,0594-3592265,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室内勤、服务项目等工作,乡镇（街道）,不限,最低服务年限五年,不限,01 大洋乡科员,不限,1,莆田,不限,涵江区,是,党的机关,01774 中国共产党莆田市涵江区大洋乡委员会
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,司法警务保障,县级,司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术、警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教专业、法学类,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,06 司法警察,不限,2,莆田,女,仙游县,否,审判机关,01916 仙游县人民法院
30周岁以下,本省,0594-2726289,不限,大专及以上,全日制普通高等院校,B类,不限,否,司法警务保障,县级,司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术、警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教专业、法学类,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,07 司法警察,不限,1,莆田,不限,仙游县,是,审判机关,01916 仙游县人民法院
35周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事综合文字工作,县级,法学类、中国语言文学类、哲学类、新闻(学)、行政管理、思想政治教育,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,08 文秘科员,不限,1,莆田,不限,仙游县,否,审判机关,01916 仙游县人民法院
35周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事财会工作,县级,会计(学)、财务管理、财务会计(教育)、国际会计、会计(财务)电算化、注册会计师、会计与统计核算、财务信息管理、工业(企业)会计、会计电算化、会计与审计、电脑与财会,最低服务年限五年，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,09 财务科员,不限,1,莆田,不限,仙游县,否,审判机关,01916 仙游县人民法院
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事城镇规划、财务等综合工作,乡镇（街道）,土建类、会计与审计类,最低服务年限五年 ,不限,01 经济发展办公室科员,不限,1,福州,不限,连江县,否,党的机关,01170 连江县晓澳镇人民政府
35周岁以下,本省,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事城镇规划等综合工作,乡镇（街道）,土建类,最低服务年限五年 ,不限,01 党政办科员,不限,1,福州,不限,连江县,否,党的机关,01171 连江县浦口镇人民政府
35周岁以下,本设区市,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事生态环境管理、财务管理等综合工作,乡镇（街道）,环境生态类、会计与审计类,最低服务年限五年 ,不限,01 党政办科员,不限,1,福州,男,连江县,否,党的机关,01179 连江县黄岐镇人民政府
35周岁以下,本设区市,0591-26135799陈,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事生态环境管理、财务管理等综合工作,乡镇（街道）,环境生态类、会计与审计类,最低服务年限五年 ,不限,02 党政办科员,不限,1,福州,女,连江县,否,党的机关,01179 连江县黄岐镇人民政府
35周岁以下,本省,0591-26875716甘,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事文字综合、环境监管工作,乡镇（街道）,中国语言文学类、环境生态类,最低服务年限五年 ,不限,02 党政办公室科员,不限,1,福州,不限,罗源县,否,党的机关,01271 罗源县松山镇人民政府
35周岁以下,本省,0594-8399947,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事人民武装工作,乡镇（街道）,不限,最低服务年限五年,中共党员,01 鲤城街道科员,不限,1,莆田,男,仙游县,否,党的机关,01970 中国共产党仙游县鲤城街道工作委员会
35周岁以下,本省,0594-8399947,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事综合文字、包村工作,乡镇（街道）,不限,最低服务年限五年,不限,01 园庄镇科员,不限,1,莆田,不限,仙游县,否,党的机关,01971 中国共产党仙游县园庄镇委员会
35周岁以下,全国,0592-2893851,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事综合文字工作和群众来访接待工作,县级,中国语言文学类、法学类,无,不限,01 科员,不限,1,厦门,不限,思明区,否,党的机关,03645 中共厦门市思明区委信访局
30周岁以下,全国,0592-5306710,硕士或以上学位,研究生及以上,全日制普通高等院校,A类,不限,否,从事案件送达、记录、办理保全、委托鉴定、协助法官草拟裁判文书的部分内容等审判辅助工作,县级,法学类,通过国家统一司法考试（A类）；本科阶段所学专业为普通高等院校全日制法学类专业,不限,01 法官助理,不限,1,厦门,男,湖里区,否,审判机关,03916 厦门市湖里区人民法院
35周岁以下,本省,0591-26875716甘,不限,大专及以上,不限,A类(乡镇),不限,否,从事办公室工作,乡镇（街道）,不限,最低服务年限五年 ,不限,02 党政办公室科员,不限,1,福州,不限,罗源县,是,党的机关,01277 罗源县白塔乡人民政府
30周岁以下,全国,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,从事人民法院案件记录等有关工作,市级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,02 书记员（科员级）,不限,2,福州,女,福州市,否,审判机关,01416 福建省福州市中级人民法院
30周岁以下,全国,0591-87073316杨,学士或以上学位,本科及以上,全日制普通高等院校,A类,两年基层工作经历,否,从事人民法院案件记录等有关工作,市级,法学类专业[不含公共事业管理（医事法律方向）],通过全国统一司法考试,不限,03 书记员（科员级）,不限,1,福州,不限,福州市,否,审判机关,01416 福建省福州市中级人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,"通过国家司法考试,最低服务年限五年,其他以全省中级、基层法院考试录用公务员职位条件为准",不限,02 法官助理,不限,1,莆田,女,城厢区,否,审判机关,01616 莆田市城厢区人民法院
30周岁以下,本省,0594-2726289,硕士或以上学位,研究生及以上,全日制普通高等院校,A类,不限,否,从事司法审判辅助工作,县级,法学类,"通过国家司法考试,其他以全省中级、基层法院考试录用公务员职位条件为准",不限,01 法官助理,不限,1,莆田,不限,涵江区,否,审判机关,01716 莆田市涵江区人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,从事司法警务保障工作,县级,司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术、警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教专业、法学类,符合公安机关录用人民警察体能测试标准和国家录用人民警察体检标准，其他以全省中级、基层法院考试录用公务员职位条件为准,不限,02 司法警察,不限,1,莆田,男,涵江区,否,审判机关,01716 莆田市涵江区人民法院
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事办公室内勤、景区管理工作,乡镇（街道）,旅游餐饮类、中国语言文学类,最低服务年限五年,不限,02 大洋乡科员,不限,1,莆田,不限,涵江区,否,党的机关,01774 中国共产党莆田市涵江区大洋乡委员会
35周岁以下,本省,0594-3592265,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事办公室内勤、服务项目等工作,乡镇（街道）,中国语言文学类、新闻传播学类,最低服务年限五年,不限,01 涵东街道科员,不限,1,莆田,不限,涵江区,否,党的机关,01775 中国共产党涵江区涵东街道工作委员会
35周岁以下,本省,0594-8399947,不限,大专及以上,不限,A类(乡镇),不限,否,办公室日常事务,乡镇（街道）,不限,最低服务年限五年,不限,01 钟山镇科员,不限,1,莆田,不限,仙游县,是,党的机关,01972 中国共产党仙游县钟山镇委员会
35周岁以下,本省,0594-8399947,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事党政办工作,乡镇（街道）,不限,最低服务年限五年,不限,01 游洋镇科员,不限,1,莆田,不限,仙游县,否,党的机关,01973 中国共产党仙游县游洋镇委员会
35周岁以下,本省,0594-8399947,学士或以上学位,本科及以上,不限,A类(乡镇),不限,否,从事综合文字、财务、包村工作,乡镇（街道）,中国语言文学类、财政金融类、会计与审计类,最低服务年限五年,不限,01 西苑乡科员,不限,1,莆田,不限,仙游县,否,党的机关,01974 中国共产党仙游县西苑乡委员会
30周岁以下,全国,0592-5306710,硕士或以上学位,研究生及以上,全日制普通高等院校,A类,不限,否,从事案件送达、记录、办理保全、委托鉴定、协助法官草拟裁判文书的部分内容等审判辅助工作,县级,法学类,通过国家统一司法考试（A类）；本科阶段所学专业为普通高等院校全日制法学类专业,不限,02 法官助理,不限,1,厦门,女,湖里区,否,审判机关,03916 厦门市湖里区人民法院
30周岁以下,全国,0592-5306710,学士或以上学位,本科及以上,全日制普通高等院校,B类,不限,否,从事预防、制止和惩治妨碍审判活动的违法犯罪行为，维护审判秩序等工作,县级,司法警务、侦查（察）学、刑事侦查（察）、刑事科学技术、刑事侦查技术，警察指挥与战术、经济犯罪侦查、警卫学、涉外警务、边防公安、公安（安全）保卫、国内安全保卫、公安学、公共安全管理、公安管理、警察管理、预审、治安（学、管理）、公安法制、警卫、监狱学、狱政管理、刑事执行、劳改管理、劳教管理、罪犯管教专业；法学类专业,符合人民警察录用条件，“符合体检特殊标准（单侧裸眼视力低于4.8，不合格）”,不限,03 司法警察,不限,1,厦门,男,湖里区,否,审判机关,03916 厦门市湖里区人民法院
35周岁以下,全国,0592-5306710,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事案件相关数据统计工作,县级,统计（学）、计划统计、经营计划与统计、统计与概算、数学、数理基础科学、应用数学专业,无,不限,04 统计科员,不限,1,厦门,不限,湖里区,否,审判机关,03916 厦门市湖里区人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,"通过国家司法考试,其他以全省中级、基层法院考试录用公务员职位条件为准",不限,01 法官助理,不限,1,莆田,女,秀屿区,否,审判机关,02016 莆田市秀屿区人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,"通过国家司法考试,其他以全省中级、基层法院考试录用公务员职位条件为准",不限,02 法官助理,不限,1,莆田,男,秀屿区,否,审判机关,02016 莆田市秀屿区人民法院
30周岁以下,本省,0594-2726289,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,司法审判辅助,县级,法学类,其他以全省中级、基层法院考试录用公务员职位条件为准,不限,03 书记员,不限,1,莆田,不限,秀屿区,否,审判机关,02016 莆田市秀屿区人民法院
35周岁以下,本省,0592-5306710,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事案件档案管理工作,县级,不限,无,不限,05 档案管理科员,不限,1,厦门,不限,湖里区,是,审判机关,03916 厦门市湖里区人民法院
35周岁以下,全国,0592-2893851,学士或以上学位,本科及以上,不限,A类,不限,否,综合管理类，从事综合文字、机关党务、保密和行政审批制度改革等工作,县级,中国语言文学类、法学类,无,中共党员,01 综合科科员,不限,1,厦门,不限,集美区,否,党的机关,04008 中共厦门市集美区委机构编制委员会办公室
35周岁以下,全国,0592-5306710,学士或以上学位,本科及以上,全日制普通高等院校,A类,不限,否,从事财务等相关工作,县级,会计（学）、财务管理、财务会计(教育)、国际会计、会计（财务）电算化、注册会计师、会计与统计核算、财务信息管理、工业（企业）会计、会计电算化、会计与审计、电脑与财会专业,无,不限,01 财务科员,不限,1,厦门,不限,集美区,否,审判机关,04016 厦门市集美区人民法院
